,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
4886,5029,Maruti Baleno Delta 1.3,2017,600000,56000.0,Central,Michigan,Garden City,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
4887,5030,Maruti SX4 Vxi BSIII,2008,150000,100000.0,Central,Michigan,Garden City,Petrol,Individual,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5,N
4888,5031,Maruti Swift LXI Option,2018,459999,12000.0,Central,Michigan,Garden City,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
4889,5032,Maruti Vitara Brezza ZDi,2017,800000,15381.0,South,Kentucky,Fort Thomas,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,N
4890,5033,Mahindra Bolero SLX 4WD BSIII,2011,310000,5000.0,Central,Michigan,Garden City,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,N
4891,5034,Nissan Terrano XV Premium 110 PS,2014,475000,40000.0,South,Kentucky,Fort Thomas,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5,N
4892,5035,Maruti Wagon R LXI CNG,2016,310000,35000.0,West,California,Hacienda Heights,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,N
4893,5036,Maruti Alto K10 LXI,2018,350000,10000.0,West,California,Hacienda Heights,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
4894,5037,Mahindra XUV500 W10 AWD,2019,1800000,10000.0,West,California,Goleta,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
4895,5038,Maruti Swift AMT ZXI BSIV,2018,640000,25000.0,West,California,Hacienda Heights,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
4896,5039,Maruti Wagon R AMT VXI,2017,350000,50000.0,West,California,Hesperia,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,N
4897,5040,Tata Nexon 1.2 Revotron XE,2018,600000,30000.0,East,Maine,Lewiston,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,N
4898,5041,Hyundai Verna 1.6 CRDi SX,2015,575000,23000.0,East,Connecticut,Danbury,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,N
4899,5042,Mahindra Thar CRDe ABS,2019,974000,15000.0,East,Connecticut,Branford,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6,N
4900,5043,Maruti Wagon R AMT VXI,2018,445000,5000.0,West,California,Hacienda Heights,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,N
4901,5044,Maruti Ertiga VDI,2015,580000,15000.0,West,California,Hesperia,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,N
4902,5045,Hyundai Creta 1.4 EX Diesel,2020,1050000,20000.0,West,California,Goleta,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,N
4903,5046,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,50000.0,West,California,Hesperia,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,N
4904,5047,Ford Figo 1.2P Ambiente MT,2017,370000,40000.0,West,California,Hacienda Heights,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,N
4905,5048,Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000.0,East,Vermont,South Burlington,Petrol,Individual,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,N
4906,5049,Maruti Celerio ZXI Optional,2017,483000,15000.0,East,Maine,Augusta,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
4907,5050,Hyundai Grand i10 Magna,2016,470000,10000.0,East,New Hampshire,Goffstown,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,N
4908,5051,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000.0,West,California,Hesperia,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,N
4909,5052,Hyundai Verna 1.6 VTVT,2013,450000,50000.0,East,Connecticut,Wallingford,Petrol,Individual,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,N
4910,5053,Toyota Etios VX,2011,345000,70000.0,West,California,Hemet,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5,N
4911,5054,Maruti Ignis Zeta AMT,2020,600000,5000.0,West,California,Hemet,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
4912,5055,Maruti A-Star Vxi,2009,300000,60000.0,East,Maine,Augusta,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,N
4913,5056,Maruti Zen Estilo VXI BSIII,2007,160000,74800.0,South,South Carolina,Greenville,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
4914,5057,Maruti 800 AC BSIII,2004,120000,80000.0,South,South Carolina,Greer,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
4915,5058,Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000.0,South,South Carolina,Greenville,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,N
4916,5059,Hyundai EON 1.0 Era Plus,2018,340000,120000.0,South,South Carolina,Greenville,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5,N
4917,5060,Honda City 2017-2020 EXi,2007,138000,120000.0,South,South Carolina,Greenville,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,N
4918,5062,Maruti Swift Dzire VXi,2010,231000,80000.0,South,South Carolina,Greer,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5,N
4919,5063,Mahindra XUV500 W8 4WD,2013,800000,120000.0,South,South Carolina,Greenville,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
4920,5064,Mahindra XUV300 W8,2019,960000,20000.0,West,California,Camarillo,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,200Nm@ 2000-3500rpm,5,N
4921,5065,Maruti Wagon R LXI Minor,2009,120000,70000.0,West,California,Camarillo,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,N
4922,5066,Maruti Wagon R VXI BS IV,2012,270000,40000.0,West,California,Camarillo,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
4923,5067,Maruti Ritz LXI,2011,200000,100000.0,West,Idaho,Eagle,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,N
4924,5068,Maruti Swift VXI,2012,328000,123000.0,West,Idaho,Eagle,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,N
4925,5069,Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000.0,West,Idaho,Eagle,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,N
4926,5070,Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000.0,West,California,Calexico,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5,N
4927,5071,Maruti Eeco 5 Seater AC BSIV,2017,390000,70000.0,West,California,Calexico,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,N
4928,5072,Ford Figo 1.5D Titanium MT,2017,600000,30000.0,West,California,Calexico,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,N
4929,5073,Hyundai i20 1.4 CRDi Sportz,2011,250000,120000.0,West,California,Camarillo,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
4930,5074,Chevrolet Spark 1.0 LT,2011,165000,70000.0,West,California,Calexico,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,N
4931,5075,Honda City 1.5 S MT,2011,421000,105000.0,West,California,Calexico,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5,N
4932,5076,Hyundai Accent Executive,2012,225000,109322.0,West,California,Calexico,Petrol,Individual,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5,N
4933,5077,Nissan Sunny Diesel XV,2013,350000,120000.0,West,California,Calexico,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,N
4934,5078,Jeep Compass 2.0 Limited,2018,1757000,24000.0,West,Idaho,Eagle,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,N
4935,5079,Maruti Baleno Zeta 1.3,2015,600000,70000.0,West,California,Calexico,Diesel,Individual,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
4936,5080,Tata Tiago NRG Petrol,2018,515000,35000.0,West,California,Camarillo,Petrol,Individual,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5,N
4937,5081,Maruti 800 AC,1999,80000,80000.0,West,California,Camarillo,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
4938,5082,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000.0,Central,Indiana,Fort Wayne,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,N
4939,5083,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,100000.0,Central,Indiana,Granger,Diesel,Individual,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,N
4940,5084,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000.0,Central,Indiana,Granger,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
4941,5085,Lexus ES 300h,2019,5150000,20000.0,Central,Indiana,Gary,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,N
4942,5086,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000.0,Central,Indiana,Granger,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
4943,5087,Tata Safari Storme EX,2015,503000,110000.0,Central,Indiana,Gary,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,N
4944,5088,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000.0,Central,Indiana,Fort Wayne,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5,N
4945,5089,Toyota Camry 2.5 Hybrid,2016,2000000,68089.0,Central,Indiana,Gary,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,N
4946,5090,Maruti Wagon R LXI,2013,225000,58343.0,Central,Indiana,Fort Wayne,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
4947,5091,Maruti Baleno Alpha 1.3,2018,740000,38817.0,Central,Indiana,Granger,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
4948,5092,Honda Jazz VX,2016,550000,56494.0,Central,Indiana,Granger,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,N
4949,5093,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328.0,Central,Indiana,Granger,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,N
4950,5094,Maruti Swift AMT VVT VXI,2019,650000,5621.0,Central,Indiana,Granger,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
4951,5095,Toyota Etios VX,2017,625000,25538.0,Central,Indiana,Fort Wayne,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,N
4952,5096,Maruti Swift AMT ZXI,2018,600000,69779.0,Central,Indiana,Fort Wayne,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
4953,5097,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290.0,Central,Indiana,Fort Wayne,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,N
4954,5098,BMW X4 M Sport X xDrive20d,2019,5400000,7500.0,Central,Indiana,Fort Wayne,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,N
4955,5099,BMW X4 M Sport X xDrive20d,2019,5500000,8500.0,Central,Indiana,Gary,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,N
4956,5100,Honda Amaze V CVT Petrol BSIV,2019,779000,7032.0,East,Ohio,Mount Vernon,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,N
4957,5101,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000.0,West,Colorado,Louisville,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,N
4958,5102,Volvo V40 D3 R-Design,2018,2475000,2000.0,East,Maryland,Middle River,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,N
4959,5103,Maruti Wagon R Stingray VXI Optional,2017,475000,40000.0,East,Ohio,Mount Vernon,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
4960,5104,Maruti Wagon R AMT VXI,2015,400000,20000.0,West,Colorado,Louisville,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5,N
4961,5106,Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,60000.0,East,Maryland,Middle River,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,N
4962,5107,Mahindra Scorpio M2DI,2011,400000,475000.0,East,Maryland,Middle River,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5,N
4963,5108,Maruti Wagon R LX BSIII,2009,235000,70000.0,West,Colorado,Louisville,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5,N
4964,5109,Maruti Wagon R VXI BS IV,2015,350000,40000.0,East,Maryland,Middle River,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
4965,5110,Maruti Swift Dzire VDI,2017,625000,34000.0,East,Maryland,Middle River,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,N
4966,5111,Mahindra XUV500 W6 2WD,2014,525000,120000.0,East,Ohio,Mount Vernon,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
4967,5112,Tata Tigor 1.2 Revotron XZ,2018,550000,10000.0,East,New Hampshire,Keene,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
4968,5113,Mahindra Bolero 2011-2019 SLX,2015,550000,80000.0,East,New Jersey,Maplewood,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,N
4969,5114,Honda City 2017-2020 GXi,2006,200000,100000.0,East,New Jersey,Bloomfield,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,N
4970,5115,Mahindra Xylo D2,2011,350000,120000.0,East,Maine,Bangor,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,N
4971,5116,Honda City 2017-2020 GXi,2006,220000,100000.0,East,Maine,Gorham,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,N
4972,5117,Hyundai Grand i10 Sportz,2016,412000,25000.0,East,Connecticut,Plainfield,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,N
4973,5118,Maruti Wagon R LXI Minor,2009,126000,52000.0,Central,Minnesota,Minneapolis,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,N
4974,5119,Maruti Swift Dzire VDI,2013,430000,63000.0,Central,Minnesota,Minneapolis,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
4975,5120,Maruti A-Star Vxi,2009,130000,90000.0,Central,Minnesota,Minneapolis,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,N
4976,5121,Tata Tiago 1.2 Revotron XM,2017,350000,60000.0,South,Florida,North Miami Beach,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
4977,5122,Maruti Alto LX,2011,220000,35000.0,South,Florida,North Miami Beach,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
4978,5123,Mahindra Bolero DI,2011,380000,80000.0,South,Florida,North Miami Beach,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,N
4979,5124,Ford Figo Diesel ZXI,2010,200000,110000.0,South,Florida,North Miami Beach,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
4980,5125,Toyota Fortuner 4x4 MT,2015,2000000,20000.0,South,Florida,North Miami Beach,Diesel,Individual,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7,N
4981,5126,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,610000,90000.0,South,Florida,North Miami Beach,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5,N
4982,5127,BMW X1 sDrive20i xLine,2016,2500000,30000.0,South,Florida,North Port,Petrol,Individual,Automatic,Second Owner,15.71 kmpl,1998 CC,189 bhp,280Nm@ 1350-4600rpm,5,N
4983,5128,Maruti Swift Dzire VDI,2017,620000,61000.0,Central,Kansas,Pittsburg,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
4984,5129,Maruti Omni Limited Edition,2013,150000,66000.0,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,First Owner,14.7 kmpl,796 CC,37 bhp,62Nm@ 2500rpm,8,N
4985,5130,Datsun GO Plus Anniversary Edition,2018,450000,80000.0,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7,N
4986,5131,Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,27000.0,Central,Kansas,Pittsburg,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,N
4987,5132,Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,60000.0,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,N
4988,5133,Maruti Wagon R VXI BS IV,2011,246000,139000.0,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
4989,5134,Maruti Eeco CNG 5 Seater AC BSIV,2017,400000,60000.0,Central,Kansas,Pittsburg,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,N
4990,5135,Maruti 800 AC,2008,65000,10000.0,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
4991,5136,Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000.0,East,Pennsylvania,Wilkinsburg,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm,5,N
4992,5137,Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,125000.0,Central,Minnesota,Shoreview,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,N
4993,5138,Maruti Swift Dzire VDI,2018,700000,45000.0,Central,Kansas,Pittsburg,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,N
4994,5139,Chevrolet Spark 1.0 LT,2011,150000,30000.0,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,N
4995,5140,Maruti Alto LXi,2010,180000,80500.0,Central,Kansas,Pittsburg,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
4996,5141,Toyota Etios Liva VXD,2014,409999,200000.0,Central,Minnesota,Woodbury,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5,N
4997,5142,Mahindra Bolero 2011-2019 SLX,2013,550000,60000.0,East,Connecticut,Naugatuck,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,N
4998,5143,Maruti 800 AC Uniq,2004,50000,18000.0,East,Maine,Auburn,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
4999,5144,Maruti Zen D,2006,80000,110000.0,East,New Hampshire,Concord,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5,N
5000,5145,Maruti Alto LX,2005,110000,90000.0,East,Connecticut,Seymour,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
5001,5146,Honda City 2017-2020 GXi,2006,180000,120000.0,West,California,Pomona,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,N
5002,5147,Maruti Swift Dzire VDI,2017,605000,127000.0,East,Massachusetts,Woburn,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,N
5003,5148,Maruti Ertiga SHVS ZDI Plus,2017,800000,70000.0,East,Massachusetts,Walpole,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,N
5004,5149,Hyundai i20 1.4 CRDi Sportz,2011,350000,116500.0,West,California,Pomona,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
5005,5150,Hyundai i20 Sportz 1.2,2012,300000,120000.0,East,Connecticut,Colchester,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,N
5006,5151,Hyundai Verna Xi (Petrol),2008,160000,100000.0,East,New Jersey,Parsippany,Petrol,Individual,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,N
5007,5152,Ford Figo Diesel Titanium,2011,225000,90000.0,West,California,Pomona,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
5008,5153,Audi Q7 3.0 TDI Quattro,2009,1025000,120000.0,East,Maine,Portland,Diesel,Individual,Automatic,Third Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7,N
5009,5154,Tata Hexa XTA,2017,1300000,40000.0,East,New Hampshire,Concord,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,N
5010,5155,Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,18000.0,West,California,Pomona,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5,N
5011,5156,Maruti Vitara Brezza LDi Option,2017,650000,70000.0,West,California,Pomona,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,N
5012,5157,Mahindra XUV500 W7 BSIV,2018,1150000,29000.0,East,New Jersey,North Arlington,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,N
5013,5158,Maruti Baleno Delta 1.2,2016,480000,65755.0,East,New Jersey,Lindenwold,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,N
5014,5159,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,2600.0,West,California,Pomona,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5,N
5015,5160,Mahindra XUV500 AT W6 2WD,2017,1050000,46000.0,West,California,Pomona,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
